[36,88,32,40,46,68,2,16,55,12,76,44,20,71,6]
[52,64,23,32,35,8,37,80,77,10,69,26,14,41,57]
[70,10,49,19,68,29,82,59,33,42,13,86,77,1,5]
[47,19,80,62,6,54,3,12,71,51,29,35,8,85,44]
[40,51,14,79,55,12,70,27,45,7,20,82,30,62,57]
[49,29,57,41,12,31,76,15,22,80,25,86,51,61,43]
[19,12,24,2,36,57,64,14,62,33,21,8,82,47,74]
[82,43,90,7,24,84,11,64,27,13,31,74,68,40,49]
[27,83,65,73,16,2,20,54,14,43,90,32,52,40,81]
[43,5,31,2,11,16,89,23,69,21,55,34,52,79,57]
[53,44,4,34,41,83,15,32,8,81,39,19,23,89,64]
[38,11,72,35,17,65,86,47,9,75,30,54,69,5,79]
[64,73,71,9,17,49,23,15,56,5,43,40,37,79,33]
[7,16,77,20,88,60,68,11,55,31,43,34,15,81,51]
[11,56,40,46,33,64,74,19,70,1,55,9,14,83,25]
[45,55,73,18,47,11,35,27,21,58,3,81,5,65,42]
[41,51,72,30,34,63,13,19,21,27,4,69,37,61,49]
[82,23,35,53,84,10,19,39,69,43,71,32,62,90,76]
[2,52,69,5,28,13,12,33,7,48,45,72,36,30,65]
[73,23,86,67,76,64,21,39,4,30,70,52,55,62,58]
[17,12,2,88,22,26,25,69,78,52,8,6,64,83,82]
[40,66,17,2,85,37,11,52,60,33,45,28,48,89,76]
[4,30,83,11,70,27,50,58,73,40,69,1,9,60,23]
[21,3,25,54,35,14,5,73,70,68,84,27,82,43,12]
[30,21,8,5,15,28,60,16,54,86,59,2,43,78,85]
[34,23,11,8,16,2,45,84,46,55,71,82,65,40,37]
[48,26,90,83,71,11,67,55,51,63,60,13,31,82,40]
[39,74,1,9,85,29,32,44,5,81,79,10,70,18,50]
[32,78,2,72,50,27,54,43,8,84,41,46,33,75,6]
[89,41,13,61,28,34,84,2,19,50,64,82,11,5,36]
[37,83,44,61,58,4,49,63,54,11,17,80,14,88,74]
[11,44,59,46,64,37,60,14,41,3,71,30,6,7,24]
[7,89,83,26,70,56,80,12,14,79,39,3,75,62,50]
[4,90,41,33,57,75,51,65,55,13,39,84,77,30,11]
[62,79,8,2,15,39,25,55,21,48,43,83,32,26,12]
[70,19,23,37,47,31,35,68,52,57,54,21,40,11,15]
[30,34,81,15,2,73,37,22,7,28,4,25,17,64,89]
[37,67,49,76,25,26,50,5,61,58,16,65,32,12,14]
[52,60,2,69,64,34,86,39,41,4,81,73,29,84,59]
[13,86,63,73,28,23,16,49,7,10,54,85,5,79,2]
[60,8,10,57,23,37,5,70,2,33,86,73,16,51,13]
[80,42,8,63,67,84,90,49,37,13,71,30,61,22,11]
[12,27,59,62,2,6,40,80,70,31,34,17,85,8,22]
[62,69,23,18,10,51,59,42,15,22,64,84,30,55,33]
[7,1,73,38,24,52,61,14,41,6,69,65,53,45,31]
[3,71,64,82,57,87,50,75,24,28,22,55,66,34,41]
[4,84,62,22,12,36,76,13,28,16,33,82,43,55,71]
[73,34,51,12,80,79,28,69,57,54,84,14,5,8,45]
[10,5,78,80,34,59,45,49,20,16,27,84,65,2,8]
[63,18,33,42,30,81,62,10,59,55,27,8,76,51,22]
[6,30,8,74,81,87,77,21,2,40,53,52,13,18,12]
[34,14,1,77,20,86,36,24,5,80,28,53,58,44,83]
[86,81,75,2,29,25,39,41,59,84,20,9,71,51,77]
[89,30,5,84,61,52,12,15,3,41,72,7,54,39,27]
[48,50,1,8,71,5,77,39,65,27,17,89,15,20,54]
[57,82,30,3,10,44,22,62,46,54,77,37,88,33,13]
[43,55,33,5,40,62,51,47,9,1,39,25,74,21,13]
[42,65,25,39,78,75,56,81,4,43,18,15,55,62,46]
[11,74,25,58,49,40,77,19,33,87,53,3,64,60,69]
[82,65,74,52,69,28,71,30,90,16,9,5,13,1,49]
[37,81,78,29,8,15,40,44,60,33,54,69,10,65,57]
[52,65,61,71,80,68,90,22,36,79,85,59,18,49,13]
[43,48,54,8,25,1,30,36,60,27,22,17,68,40,35]
[72,76,88,35,7,42,21,10,4,13,83,75,39,56,31]
[81,12,54,3,38,70,61,18,23,9,89,40,4,77,51]
[82,31,14,5,49,69,23,89,57,53,71,29,18,22,33]
[56,24,81,19,32,40,28,68,37,62,11,70,4,75,20]
[59,4,49,85,55,40,26,37,51,17,23,71,11,63,80]
[85,43,2,64,58,67,18,32,21,14,33,8,41,6,77]
[3,79,52,46,66,23,82,45,13,34,62,9,17,41,53]
[69,21,74,6,33,44,8,52,15,24,12,84,2,78,30]
[23,52,55,4,15,1,73,90,34,27,79,16,62,9,59]
[51,56,2,40,27,8,90,35,31,61,71,46,65,45,55]
[14,76,65,84,30,9,20,5,67,56,47,27,90,17,10]
[83,7,11,89,13,63,22,29,73,46,5,53,18,2,60]
[6,24,64,14,2,44,61,83,47,34,19,11,90,53,8]
[57,60,17,34,49,84,67,11,23,30,22,39,72,80,8]
[76,60,46,17,50,12,86,57,73,55,9,27,38,42,4]
[80,85,12,55,62,40,26,6,89,21,44,70,31,38,17]
[16,56,81,60,85,45,15,6,69,54,1,32,72,65,90]
[4,57,1,25,55,40,64,84,66,72,87,76,8,32,60]
[52,53,40,10,75,17,84,82,4,79,36,59,47,86,27]
[57,71,65,55,16,51,82,6,29,75,9,13,24,76,39]
[90,19,13,84,34,24,61,1,65,42,4,73,48,55,82]
[30,65,20,15,73,70,47,61,16,51,7,33,66,56,83]
[46,79,24,50,68,72,53,12,65,85,74,9,13,42,32]
[49,69,62,24,8,54,11,73,44,6,29,86,15,42,3]
[27,44,63,49,85,4,42,50,80,32,19,59,12,35,76]
[67,74,59,44,37,17,40,1,35,47,78,25,82,10,4]
[16,44,74,35,59,12,42,77,60,21,46,7,50,37,90]
[88,31,13,83,42,55,22,44,1,52,6,19,79,81,61]
[33,56,82,29,75,85,46,21,15,25,86,39,10,16,42]
[52,28,73,59,70,62,25,86,11,44,32,84,53,20,13]
[2,72,37,69,86,64,10,15,54,31,23,82,61,35,4]
[54,23,14,22,40,89,26,34,2,67,60,79,57,9,12]
[90,77,31,10,45,6,18,14,54,56,60,83,42,70,25]
[89,43,76,4,65,3,83,55,72,81,16,13,47,10,34]
[75,28,61,9,19,67,30,57,49,22,12,43,63,87,80]
[56,32,70,8,45,35,39,64,25,78,48,19,51,1,73]
[13,19,60,3,55,27,50,10,5,59,65,68,49,44,81]
[53,78,11,13,64,81,4,17,21,38,86,52,23,72,40]
[15,40,22,10,64,75,55,87,78,30,49,58,45,68,2]
[84,6,57,34,55,68,40,23,37,45,61,51,63,29,21]
[4,56,49,83,74,79,70,55,13,16,7,61,10,27,42]
[3,41,33,86,57,45,50,72,47,4,20,25,10,27,13]
[69,90,64,71,48,76,74,51,16,40,15,54,22,3,30]
[5,61,1,36,72,58,7,79,81,64,75,29,10,50,32]
[68,74,14,22,60,39,45,85,18,40,11,82,31,54,5]
[83,20,78,40,55,62,7,51,44,19,11,35,38,14,27]
[33,45,70,21,16,15,2,27,77,74,30,62,41,81,37]
[46,1,83,4,42,55,24,39,8,34,52,73,81,45,57]
[65,6,1,72,57,8,21,44,51,13,78,30,87,17,47]
[53,14,36,16,84,49,32,22,50,88,4,34,3,65,70]
[41,24,54,8,75,19,64,34,11,2,44,22,84,6,31]
[54,11,16,76,35,28,7,90,60,66,23,57,74,64,13]
[27,57,63,11,77,80,15,69,90,1,16,9,54,42,84]
[14,31,62,71,89,17,2,5,7,44,65,24,40,51,20]
[77,10,61,36,55,5,20,3,25,28,35,82,19,57,49]
[73,50,45,88,7,63,49,54,80,19,11,84,31,15,35]
[15,40,7,37,34,64,1,68,24,51,90,5,18,53,75]
[25,34,15,70,26,1,84,60,87,49,4,20,11,79,8]
[14,29,31,2,53,5,77,82,50,61,67,11,17,40,24]
[36,12,77,23,62,33,56,14,46,74,16,81,8,53,66]
[63,83,80,19,89,62,38,51,3,6,42,20,76,23,15]
[28,21,66,16,1,73,72,5,32,58,13,87,37,25,7]
[40,35,65,82,43,48,4,15,85,8,61,1,70,58,17]
[47,27,70,5,63,66,16,74,62,76,80,40,57,23,13]
[49,45,18,7,57,52,29,23,70,2,36,11,13,55,81]
[39,2,70,59,52,79,12,83,53,13,40,31,65,17,68]
[52,2,90,80,4,29,38,18,69,22,55,14,24,48,9]
[6,11,53,42,20,58,1,26,32,7,52,24,76,49,70]
[3,39,71,60,13,65,90,6,29,34,82,85,45,31,19]
[54,49,4,40,68,10,7,63,62,84,79,35,74,1,30]
[29,17,67,45,87,31,63,80,79,57,50,84,13,9,48]
[74,34,53,52,64,13,86,30,81,2,84,16,23,39,71]
[71,4,82,9,66,24,87,33,21,29,73,41,51,55,83]
[2,15,17,10,56,6,42,55,44,72,65,69,21,34,82]
[19,12,77,4,37,83,60,35,80,20,30,46,25,29,2]
[71,30,68,48,52,64,82,19,12,57,75,43,7,78,62]
[28,24,5,48,69,60,36,71,90,9,42,85,21,44,1]
[76,52,81,39,55,27,8,89,85,66,62,15,16,11,75]
[34,69,1,15,81,83,43,63,30,17,8,11,60,89,36]
[24,28,9,49,14,60,77,3,52,12,70,4,58,75,19]
[34,43,30,84,89,58,3,10,79,20,17,75,9,72,80]
[55,50,80,4,32,11,60,57,64,16,22,36,66,70,84]
[82,10,67,75,32,38,62,84,43,48,13,34,86,21,8]
[69,61,65,32,33,15,20,11,80,2,27,7,50,41,24]
[24,14,73,16,45,65,81,30,5,51,61,54,85,88,77]
[39,12,31,72,22,83,19,41,79,75,23,28,4,43,50]
[61,14,69,72,23,37,44,19,64,2,32,79,52,87,83]
[32,59,43,89,1,65,83,52,72,13,6,8,78,12,80]
[10,68,31,55,25,40,71,43,2,64,56,82,9,13,47]
[49,52,82,60,83,5,36,68,65,57,32,74,22,33,23]
[63,54,39,56,50,85,17,41,13,45,6,68,7,24,11]
[22,85,71,61,67,51,31,40,74,56,27,9,78,63,82]
[14,62,31,53,48,86,75,52,57,23,63,70,3,7,10]
[17,74,22,80,84,43,41,10,88,46,5,51,64,53,23]
[89,59,10,78,14,30,71,38,44,48,75,4,18,8,20]
[11,27,43,31,9,51,1,88,82,36,22,53,35,73,65]
[51,17,4,15,44,49,74,65,70,7,10,78,69,85,27]
[65,77,23,80,21,42,19,7,59,84,49,33,10,15,6]
[1,40,59,44,6,77,12,83,37,19,33,32,22,67,60]
[58,23,15,65,35,69,88,55,36,10,45,48,17,3,73]
[43,5,47,39,62,31,3,69,76,15,64,90,58,22,12]
[71,41,31,74,7,10,19,26,80,50,46,43,3,35,14]
[38,29,64,73,22,60,33,5,31,19,11,25,70,84,78]
[24,66,21,75,6,79,62,86,28,83,81,71,33,2,52]
[25,1,63,60,44,70,14,46,41,77,6,30,26,75,58]
[13,1,34,43,70,4,65,47,73,84,55,24,12,20,26]
[59,8,25,78,51,2,66,61,80,73,14,48,31,4,12]
[49,45,71,6,1,73,20,80,63,84,61,42,14,52,32]
[43,19,14,55,47,1,41,79,84,23,72,5,37,65,61]
[42,30,17,24,47,72,85,15,38,74,45,6,76,53,87]
[7,22,45,81,72,29,38,67,24,57,64,19,11,73,86]
[67,13,49,76,87,20,61,44,4,31,75,39,1,33,50]
[40,60,52,31,12,90,65,17,13,49,24,54,59,8,38]
[67,19,52,10,89,28,43,41,14,63,74,60,85,39,34]
[39,34,69,23,86,52,3,79,29,71,22,43,4,31,80]
[48,86,85,73,81,42,64,60,66,37,13,7,51,57,12]
[1,24,51,9,44,53,72,11,83,16,31,29,79,59,20]
[13,85,19,29,68,22,60,72,65,10,23,53,39,31,87]
[6,16,78,29,1,8,22,53,75,87,47,72,82,69,57]
[20,63,86,10,37,73,66,6,7,80,72,62,28,1,85]
[40,53,39,15,52,65,86,72,12,7,29,1,68,81,58]
[74,15,41,4,1,83,38,20,81,7,34,55,18,69,72]
[38,74,87,10,78,22,62,46,17,23,3,29,84,56,40]
[61,42,35,66,90,84,30,43,82,39,64,55,71,21,23]
[4,21,43,2,12,42,53,66,7,30,50,16,63,70,87]
[48,60,58,85,10,26,70,75,21,13,50,5,33,79,90]
[70,17,2,28,38,55,5,42,10,77,13,8,68,62,47]
[67,40,61,16,37,15,54,70,80,12,84,6,29,46,77]
[20,8,29,48,76,6,24,83,40,88,15,1,57,50,64]
[82,33,49,71,8,37,67,73,23,79,54,5,22,14,11]
[36,35,88,84,73,7,68,41,6,31,52,82,13,12,45]
[73,3,21,32,4,18,29,44,13,40,58,55,80,12,66]
[55,64,40,43,12,62,14,75,26,69,82,33,37,3,5]
[63,13,25,60,43,59,39,74,50,7,53,26,85,81,19]
[54,31,34,12,73,84,78,70,89,80,29,16,8,58,61]
[55,19,68,41,10,5,65,14,50,34,1,83,20,60,87]
[86,55,73,43,32,67,85,72,11,24,52,1,57,4,16]
[38,4,53,48,16,33,72,32,66,62,75,76,85,56,11]
[37,31,80,5,41,70,29,79,14,24,10,90,52,21,83]
[68,54,36,28,45,4,9,46,2,13,70,18,32,73,76]
[36,12,22,49,84,73,60,51,57,77,89,15,82,44,40]
[28,54,56,6,17,9,11,20,33,49,32,24,15,50,68]
[33,23,66,48,60,14,30,8,42,26,79,19,85,11,65]
[39,63,1,49,86,19,71,4,41,9,80,35,59,76,23]
[22,12,28,81,78,74,44,59,23,17,46,40,88,68,31]
[29,72,14,76,81,3,23,9,10,69,84,89,58,35,41]
[31,62,3,35,58,37,82,17,15,69,84,40,50,24,78]
[34,52,70,8,65,25,30,62,40,59,18,45,1,54,87]
[22,88,31,3,26,70,47,80,62,13,19,34,38,51,68]
[65,31,40,70,6,45,21,84,37,23,12,29,1,57,50]
[68,15,10,76,52,37,30,57,17,73,81,71,61,35,28]
[79,70,20,55,32,34,39,7,74,61,27,1,84,11,67]
[70,54,77,2,85,18,50,35,27,15,25,7,62,21,12]
[4,52,71,17,10,37,86,62,78,8,20,67,74,82,1]
[33,13,56,12,19,61,2,26,7,43,64,74,25,46,85]
[55,83,10,39,26,41,14,56,3,46,74,45,71,4,62]
[25,87,50,10,73,59,5,9,49,44,14,68,62,41,39]
[11,19,43,63,49,22,81,74,13,66,4,62,32,71,37]
[64,74,85,40,5,46,11,62,71,1,55,7,38,50,59]
[11,60,36,90,49,69,44,70,74,23,65,50,8,55,17]
[81,83,5,30,24,35,28,19,14,2,36,60,77,11,43]
[28,16,15,54,12,70,23,1,52,6,74,56,31,77,41]
[21,15,88,10,64,31,5,35,74,43,54,41,51,77,49]
[90,46,25,81,38,15,85,56,65,61,10,3,28,31,20]
[53,25,20,52,40,44,78,85,13,70,73,12,65,59,34]
[19,77,2,56,35,10,65,68,41,46,53,14,84,8,45]
[87,63,8,61,81,11,17,29,32,56,53,23,85,20,15]
[66,8,13,12,79,24,52,64,57,31,86,73,27,20,70]
[10,90,64,84,44,52,54,62,41,35,58,69,77,18,82]
[85,44,25,7,49,88,1,68,33,4,59,80,54,11,15]
[30,67,83,51,1,9,11,28,70,21,42,4,88,59,36]
[74,11,2,8,13,19,39,52,22,48,65,23,81,41,53]
[10,25,7,18,45,65,32,35,84,66,52,28,78,60,72]
[12,42,76,17,7,54,21,58,64,30,23,15,62,81,44]
[69,16,58,47,4,50,9,13,24,86,1,75,85,81,26]
[42,58,48,61,32,52,38,24,77,66,86,63,9,13,16]
[76,48,35,20,53,84,81,13,51,66,74,71,4,43,1]
[73,54,42,47,20,45,9,77,27,63,61,80,66,35,37]
[12,21,37,3,9,17,56,29,63,72,4,89,75,41,51]
[31,1,70,25,57,37,4,84,79,21,43,66,15,75,80]
[16,27,14,79,47,50,23,2,45,75,41,90,69,72,58]
[43,61,51,3,25,33,49,55,85,13,59,29,86,70,10]
[18,20,29,68,76,10,40,74,15,43,4,72,24,54,3]
[61,49,69,78,89,52,26,12,18,74,80,21,15,8,39]
[73,51,71,14,11,29,3,62,54,46,30,69,41,45,64]
[28,11,75,58,46,20,38,41,19,52,84,13,76,24,68]
[31,89,79,75,6,42,13,1,17,12,33,50,38,54,60]
[74,3,15,7,55,22,68,71,34,31,10,42,65,81,19]
[10,38,87,44,22,73,70,85,18,3,49,80,50,67,5]
[87,56,28,60,22,71,49,6,76,81,12,37,25,34,17]
[54,11,89,82,40,5,46,19,31,24,75,43,8,69,58]
[12,48,4,75,23,54,17,87,26,62,68,21,40,83,39]
[1,66,16,88,61,40,55,10,7,81,75,23,15,33,20]
[17,57,42,71,4,8,48,36,27,83,45,79,1,14,21]
[26,32,37,84,54,11,6,51,40,62,87,8,1,25,57]
[73,65,46,82,27,25,38,70,30,84,52,21,19,8,10]
[10,15,65,5,76,37,90,75,26,17,2,7,48,41,69]
[15,17,21,4,64,61,68,30,81,33,2,88,10,46,50]
[15,12,23,7,76,49,60,51,65,30,53,74,3,70,18]
[55,87,39,10,56,43,31,48,3,13,67,23,79,20,28]
[90,80,5,70,30,65,10,78,42,1,34,57,84,27,14]
[82,39,2,60,75,56,72,10,14,45,41,18,9,35,76]
[71,10,30,44,14,57,33,61,52,26,6,23,86,16,8]
[62,52,9,45,78,24,17,69,20,11,39,49,42,30,83]
[78,14,10,22,33,4,55,3,73,58,50,8,85,81,71]
[44,71,15,48,29,65,54,37,40,58,90,11,68,4,81]
[80,60,8,19,72,35,41,67,76,14,21,63,27,54,87]
[6,29,70,24,65,90,38,73,15,80,11,16,85,60,22]
[42,27,13,8,24,61,45,57,32,65,81,11,73,35,49]
[51,37,9,70,4,54,22,73,34,63,27,17,78,87,1]
[46,78,38,15,43,9,51,19,6,70,41,62,59,73,84]
[68,90,55,15,27,62,6,49,2,9,41,10,50,31,59]
[52,55,64,10,18,33,40,59,25,27,89,47,2,74,61]
[65,45,47,50,34,70,1,5,25,87,85,17,66,81,38]
[52,25,17,8,14,79,21,6,72,33,68,40,47,74,85]
[40,61,38,83,67,14,6,2,20,11,78,43,53,75,71]
[38,13,20,47,82,43,42,68,54,18,9,31,85,79,2]
[71,16,87,12,1,65,34,4,68,23,7,58,15,80,20]
[58,10,73,16,36,53,21,48,7,5,84,33,63,44,2]
[40,81,87,25,58,16,13,76,63,54,43,20,31,10,46]
[7,67,16,84,15,81,49,64,35,37,88,52,71,40,23]
[62,37,73,33,41,30,45,50,49,56,67,25,16,14,54]
[41,13,2,75,33,31,39,76,29,5,60,71,23,54,12]
[44,65,18,8,31,78,51,81,85,70,89,41,28,11,23]
[72,6,40,34,60,50,30,12,1,64,25,38,53,90,22]
[67,16,13,51,40,45,64,47,86,54,2,25,80,31,72]
[11,90,71,48,58,85,54,61,82,35,63,17,2,26,45]
[14,86,10,71,8,52,26,44,49,41,20,73,78,65,61]
[33,70,25,82,47,44,17,55,38,6,73,58,40,10,15]
[13,9,73,29,72,83,64,16,10,35,80,51,44,41,25]
[38,31,65,34,69,14,61,57,24,6,10,77,51,27,40]
[75,22,66,10,51,19,24,71,80,56,1,54,43,30,4]
[13,9,68,81,57,74,33,18,43,6,29,83,30,62,63]
[35,38,5,13,59,7,31,74,48,40,21,76,85,17,66]
[30,20,35,59,74,11,23,40,83,61,54,5,16,50,77]
[35,8,43,40,80,27,60,76,87,47,30,3,21,83,51]
[68,30,52,83,48,45,7,53,24,39,35,14,12,71,77]
[89,13,71,12,81,8,16,46,53,83,27,40,5,77,43]
[15,43,38,30,77,9,33,25,82,58,66,50,46,19,70]
[37,27,67,62,22,54,5,40,15,63,43,77,19,80,7]
[54,85,26,34,73,22,23,80,65,58,42,4,38,66,31]
[16,71,42,64,13,32,90,68,50,38,60,10,25,83,20]
[85,3,52,45,68,86,37,73,56,79,21,24,35,80,28]
[81,35,2,79,18,84,67,20,46,43,61,55,23,27,10]
[65,77,30,54,2,56,89,5,14,49,80,42,17,24,8]
[54,40,23,89,10,83,46,50,1,44,8,34,13,57,19]
[71,22,42,63,13,19,85,10,38,28,45,54,76,8,32]
[5,47,7,73,39,41,11,53,20,88,25,1,80,66,15]
[62,84,69,34,23,18,14,38,63,4,3,12,81,52,86]
[35,67,16,7,81,46,29,37,14,85,32,78,53,25,45]
[16,14,53,66,83,76,51,60,80,38,88,56,73,46,71]
